2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,Pos,Rk,STL,TOV,TRB,Tm,eFG%,player_key
1.9,0.564,3.4,0.8,0.345,2.4,3.9,30.0,0.3,2.4,2.8,0.474,5.8,1.0,0.867,1.2,50.0,14.0,24.4,1.2,1.2,7.4,Delon Wright,PG,532.0,1.8,0.9,3.6,WAS,0.545,delon wright
8.3,0.526,15.7,0.6,0.324,1.9,5.1,33.0,0.5,4.2,8.9,0.504,17.6,6.2,0.872,7.1,74.0,74.0,36.2,0.5,2.5,24.5,DeMar DeRozan,SF,117.0,1.1,2.1,4.6,CHI,0.522,demar derozan
2.4,0.53,4.6,0.9,0.297,3.1,2.8,22.0,0.4,5.4,3.3,0.437,7.6,1.6,0.739,2.2,76.0,40.0,26.6,1.0,2.8,9.2,Deni Avdija,SF,16.0,0.9,1.6,6.4,WAS,0.497,deni avdija
0.0,0.0,0.5,0.0,0.0,0.5,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,Deonte Burton,SG,73.0,0.0,0.0,0.0,SAC,0.0,deonte burton
0.4,0.4,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.4,0.4,1.0,0.0,0.0,0.0,5.0,0.0,2.4,0.2,0.2,0.8,Dereon Seabron,SG,436.0,0.0,0.0,0.2,NOP,0.4,dereon seabron
1.6,0.438,3.6,0.7,0.302,2.3,1.7,34.0,0.2,1.2,2.3,0.384,5.9,0.4,0.917,0.4,27.0,0.0,12.5,0.3,0.7,5.6,Derrick Rose,PG,422.0,0.3,0.8,1.5,NYK,0.443,derrick rose
2.5,0.548,4.5,1.8,0.381,4.8,3.9,28.0,0.9,2.9,4.3,0.462,9.2,2.0,0.875,2.3,82.0,70.0,28.3,0.6,2.2,12.4,Derrick White,SG,509.0,0.7,1.2,3.6,BOS,0.56,derrick white
4.9,0.534,9.2,2.9,0.408,7.0,4.4,24.0,0.4,4.3,7.8,0.479,16.2,3.1,0.883,3.5,58.0,58.0,31.7,0.7,2.6,21.5,Desmond Bane,SG,24.0,1.0,2.2,5.0,MEM,0.568,desmond bane
7.8,0.554,14.2,2.1,0.351,6.0,5.5,26.0,0.3,3.7,9.9,0.494,20.1,5.8,0.855,6.8,53.0,53.0,34.6,0.9,3.0,27.8,Devin Booker,SG,49.0,1.0,2.7,4.5,PHO,0.546,devin booker
4.2,0.48,8.7,2.7,0.387,7.0,3.6,22.0,0.4,3.7,6.9,0.439,15.7,2.1,0.78,2.6,38.0,32.0,31.0,0.2,1.5,18.5,Devin Vassell,SG,486.0,1.1,1.5,3.9,SAS,0.525,devin vassell
0.0,0.0,1.0,0.2,0.25,0.7,1.3,23.0,0.0,0.7,0.2,0.1,1.7,0.0,0.0,0.0,6.0,0.0,8.8,1.0,1.5,0.5,Devon Dotson,PG,129.0,0.8,0.5,1.7,WAS,0.15,devon dotson
1.6666666666666667,0.5853333333333333,2.8333333333333335,0.26666666666666666,0.36833333333333335,0.8333333333333334,0.8333333333333334,33.0,0.5333333333333333,2.566666666666667,1.9000000000000001,0.5323333333333333,3.6999999999999997,0.7000000000000001,0.5333333333333333,1.1333333333333333,25.333333333333332,0.6666666666666666,10.799999999999999,0.8666666666666667,1.9333333333333333,4.8,Dewayne Dedmon,C,115.0,0.2333333333333333,0.7000000000000001,3.4,TOT,0.5676666666666667,dewayne dedmon
3.4,0.451,7.6,2.0,0.326,6.0,2.6,27.0,0.2,2.7,5.4,0.396,13.6,1.6,0.779,2.1,73.0,73.0,30.3,0.6,3.3,14.3,Dillon Brooks,SF,61.0,0.9,1.4,3.3,MEM,0.468,dillon brooks
6.9,0.639,10.8,0.4,0.373,1.1,7.3,26.0,0.5,9.1,7.3,0.615,11.9,4.1,0.742,5.5,79.0,79.0,34.6,3.2,3.5,19.1,Domantas Sabonis,C,428.0,0.8,2.9,12.3,SAC,0.632,domantas sabonis
1.6,0.561,2.9,0.0,0.0,0.1,0.9,19.0,0.7,2.0,1.6,0.535,3.1,0.6,0.72,0.9,28.0,0.0,14.6,1.6,2.0,3.9,Dominick Barlow,SF,26.0,0.4,0.5,3.6,SAS,0.535,dominick barlow
6.4,0.566,11.3,3.6,0.386,9.3,4.4,26.0,0.4,3.3,10.0,0.484,20.6,4.7,0.867,5.4,68.0,68.0,35.8,0.9,2.5,28.3,Donovan Mitchell,SG,338.0,1.5,2.6,4.3,CLE,0.572,donovan mitchell
1.0,0.667,1.5,0.0,0.0,1.0,0.0,21.0,0.0,1.0,1.0,0.4,2.5,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,Donovan Williams,SG,516.0,0.0,0.0,1.0,ATL,0.4,donovan williams
1.2,0.525,2.3,2.1,0.397,5.3,3.5,26.0,0.1,3.4,3.3,0.435,7.5,0.8,0.817,1.0,72.0,36.0,26.3,1.1,1.8,9.4,Donte DiVincenzo,SG,124.0,1.3,1.6,4.5,GSW,0.574,donte divincenzo
1.2333333333333334,0.49700000000000005,2.5,1.6666666666666667,0.33266666666666667,5.066666666666666,1.5333333333333332,29.0,0.5333333333333333,3.0666666666666664,2.9333333333333336,0.38599999999999995,7.566666666666666,0.7000000000000001,0.7673333333333333,0.8666666666666667,44.0,44.0,30.099999999999998,1.7333333333333334,2.2333333333333334,8.200000000000001,Dorian Finney-Smith,PF,146.0,0.8333333333333334,0.9333333333333332,4.8,TOT,0.4976666666666667,dorian finney-smith
1.8,0.516,3.5,1.9,0.413,4.7,1.4,31.0,0.1,1.8,3.7,0.457,8.2,0.8,0.757,1.1,64.0,0.0,20.5,0.4,1.8,10.2,Doug McDermott,SF,324.0,0.2,0.9,2.2,SAS,0.575,doug mcdermott
2.9,0.612,4.7,0.5,0.305,1.8,6.8,32.0,0.8,6.3,3.4,0.527,6.5,1.1,0.713,1.5,73.0,73.0,31.5,0.9,3.1,8.5,Draymond Green,PF,176.0,1.0,2.8,7.2,GSW,0.57,draymond green
2.7,0.655,4.1,0.1,0.389,0.2,1.3,25.0,1.3,3.7,2.7,0.641,4.3,1.1,0.664,1.6,78.0,28.0,20.3,1.7,2.2,6.6,Drew Eubanks,C,144.0,0.5,0.9,5.4,POR,0.651,drew eubanks
0.8666666666666667,0.5,1.7,0.3,0.246,1.2666666666666666,1.4000000000000001,25.0,0.3333333333333333,1.5,1.1666666666666667,0.39199999999999996,2.966666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666666,10.0,0.6666666666666666,11.0,0.13333333333333333,1.5999999999999999,2.8000000000000003,Dru Smith,SG,451.0,0.7000000000000001,0.20000000000000004,1.6333333333333335,TOT,0.4443333333333333,dru smith
0.6,0.556,1.1,1.5,0.328,4.6,1.1,28.0,0.0,1.5,2.1,0.371,5.6,0.7,0.906,0.8,42.0,1.0,16.5,0.2,1.8,6.4,Duncan Robinson,SF,415.0,0.3,0.7,1.6,MIA,0.504,duncan robinson
2.6,0.746,3.5,0.0,0.0,0.1,0.9,31.0,0.3,2.2,2.6,0.732,3.5,1.5,0.667,2.2,76.0,64.0,19.2,2.0,2.8,6.7,Dwight Powell,C,395.0,0.6,0.9,4.1,DAL,0.732,dwight powell
0.3,1.0,0.3,0.3,0.5,0.7,0.3,26.0,0.0,0.0,0.7,0.667,1.0,0.0,0.0,0.0,3.0,0.0,3.3,0.0,0.0,1.7,Dylan Windler,SF,528.0,0.3,0.3,0.0,CLE,0.833,dylan windler
1.0,0.492,2.1,0.5,0.314,1.5,2.3,19.0,0.2,2.6,1.5,0.418,3.5,0.4,0.65,0.7,59.0,11.0,17.7,0.6,1.7,3.8,Dyson Daniels,PG,109.0,0.7,1.0,3.2,NOP,0.483,dyson daniels
1.8,0.511,3.4,0.6,0.356,1.6,1.3,27.0,0.2,1.2,2.3,0.461,5.1,1.9,0.917,2.0,53.0,12.0,13.9,0.2,1.6,7.1,Edmond Sumner,SG,462.0,0.6,0.9,1.5,BRK,0.519,edmond sumner
2.1666666666666665,0.534,4.066666666666666,1.9333333333333333,0.38033333333333336,5.133333333333334,2.566666666666667,34.0,0.4000000000000001,1.6666666666666667,4.133333333333334,0.44933333333333336,9.233333333333333,1.9666666666666668,0.826,2.3666666666666667,46.0,38.666666666666664,27.866666666666664,0.2333333333333333,1.2,12.166666666666666,Eric Gordon,SG,170.0,0.6,1.4333333333333333,1.9000000000000001,TOT,0.5573333333333333,eric gordon
1.9666666666666668,0.548,3.5666666666666664,0.6333333333333333,0.2773333333333334,2.3000000000000003,0.7333333333333334,25.0,0.10000000000000002,1.7333333333333334,2.6,0.44533333333333336,5.8999999999999995,1.3333333333333333,0.6699999999999999,1.9666666666666666,26.666666666666668,4.0,16.599999999999998,1.0999999999999999,2.3000000000000003,7.2,Eugene Omoruyi,SF,377.0,0.7000000000000001,0.9,2.8666666666666667,TOT,0.49933333333333335,eugene omoruyi
0.8,0.404,1.9,1.3,0.307,4.2,1.3,30.0,0.1,1.7,2.1,0.337,6.1,0.7,0.857,0.8,27.0,7.0,17.0,0.1,1.7,6.1,Evan Fournier,SG,152.0,0.6,0.8,1.8,NYK,0.443,evan fournier
6.4,0.595,10.7,0.3,0.216,1.3,2.8,21.0,1.5,6.6,6.6,0.554,12.0,2.6,0.674,3.8,79.0,79.0,34.4,2.4,2.8,16.2,Evan Mobley,PF,339.0,0.8,1.8,9.0,CLE,0.566,evan mobley
0.0,0.0,0.3,0.4,0.273,1.4,1.1,31.0,0.0,0.3,0.4,0.231,1.6,0.1,0.5,0.3,8.0,0.0,6.5,0.0,0.4,1.3,Facundo Campazzo,PG,79.0,0.8,0.4,0.3,DAL,0.346,facundo campazzo
0.0,0.0,2.0,0.0,0.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,Frank Jackson,PG,233.0,0.0,0.0,2.0,UTA,0.0,frank jackson
0.4666666666666666,0.5703333333333334,0.8333333333333334,0.3333333333333333,0.35733333333333334,0.9333333333333332,0.9333333333333335,29.0,0.13333333333333333,1.2666666666666666,0.8333333333333334,0.4586666666666666,1.8,0.4000000000000001,0.9026666666666667,0.43333333333333335,24.0,0.0,6.3999999999999995,0.23333333333333336,0.5,2.3333333333333335,Frank Kaminsky,C,262.0,0.16666666666666666,0.19999999999999998,1.4666666666666668,TOT,0.5519999999999999,frank kaminsky
0.7,0.477,1.4,0.4,0.254,1.4,1.2,24.0,0.1,1.2,1.0,0.364,2.8,0.5,0.667,0.7,47.0,5.0,12.9,0.1,1.4,2.9,Frank Ntilikina,PG,365.0,0.3,0.6,1.3,DAL,0.428,frank ntilikina
5.2,0.544,9.5,1.6,0.361,4.5,3.5,21.0,0.2,3.2,6.8,0.485,14.0,3.4,0.842,4.0,80.0,80.0,32.6,0.9,2.3,18.6,Franz Wagner,SF,491.0,1.0,2.1,4.1,ORL,0.543,franz wagner
3.3,0.455,7.3,3.0,0.342,8.8,7.2,28.0,0.6,3.6,6.3,0.393,16.1,3.7,0.898,4.1,69.0,69.0,36.7,0.4,2.8,19.3,Fred VanVleet,PG,485.0,1.8,2.0,4.1,TOR,0.486,fred vanvleet
0.8,0.462,1.8,0.5,0.391,1.2,0.6,25.0,0.1,1.0,1.3,0.432,3.0,0.7,0.722,1.0,37.0,0.0,9.5,0.2,0.5,3.8,Furkan Korkmaz,SG,274.0,0.3,0.6,1.1,PHI,0.514,furkan korkmaz
1.6,0.512,3.2,1.7,0.334,5.1,2.5,26.0,0.1,1.7,3.4,0.402,8.3,1.0,0.872,1.1,68.0,34.0,25.9,0.4,2.3,9.4,Gabe Vincent,PG,487.0,0.9,1.4,2.1,MIA,0.505,gabe vincent
0.7,0.667,1.0,2.0,0.333,6.0,1.7,29.0,0.0,2.0,2.7,0.381,7.0,0.7,1.0,0.7,3.0,0.0,18.7,0.0,1.7,8.0,Gabe York,SG,534.0,0.7,0.0,2.0,IND,0.524,gabe york
0.3,0.368,0.8,0.4,0.423,1.0,0.5,36.0,0.1,0.5,0.7,0.4,1.8,0.1,0.75,0.2,25.0,0.0,6.5,0.2,0.6,2.0,Garrett Temple,SG,467.0,0.4,0.2,0.7,NOP,0.522,garrett temple
0.2333333333333333,0.48100000000000004,0.4666666666666666,1.1666666666666667,0.36400000000000005,3.1666666666666665,0.43333333333333335,26.0,0.10000000000000002,1.1333333333333335,1.3666666666666665,0.37833333333333335,3.6333333333333333,0.8666666666666667,0.8973333333333334,0.9666666666666667,36.0,0.0,11.799999999999999,0.16666666666666666,1.0,4.8,Garrison Mathews,SG,313.0,0.3333333333333333,0.3,1.3333333333333333,TOT,0.5366666666666666,garrison mathews
0.9,0.494,1.9,2.0,0.431,4.5,1.2,28.0,0.3,1.6,2.9,0.45,6.4,0.6,0.9,0.6,48.0,42.0,24.7,0.4,1.9,8.3,Gary Harris,SG,194.0,0.9,0.6,2.0,ORL,0.603,gary harris
1.4000000000000001,0.6533333333333333,2.1,0.6,0.49100000000000005,1.2,1.3333333333333333,30.0,0.3,2.0666666666666664,1.9666666666666668,0.5953333333333334,3.266666666666667,0.3,0.8413333333333334,0.3333333333333333,14.666666666666666,0.6666666666666666,16.566666666666666,1.2666666666666666,1.9666666666666668,4.8,Gary Payton II,PG,382.0,1.0,0.7000000000000001,3.3333333333333335,TOT,0.6873333333333332,gary payton ii
